class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5451887845993042,0.6829896569252014,-0.6115565896034241,0.9997137188911438,0.5630251169204712,0.6191782355308533,-0.5360500812530518,0.999450147151947,0.5775518417358398,0.6217728853225708,-0.5358268022537231,0.999349057674408,0.592261016368866,0.6243920922279358,-0.5361465215682983,0.9994437098503113,0.51369309425354,0.6110485792160034,-0.5523355007171631,0.9993782043457031,0.4902954697608948,0.6081238985061646,-0.5518781542778015,0.9993877410888672,0.46704116463661194,0.605355978012085,-0.5522134900093079,0.9995474219322205,0.5971057415008545,0.6512852907180786,-0.12776345014572144,0.9995286464691162,0.4167753756046295,0.6266381740570068,-0.1815093755722046,0.9998162388801575,0.5682234764099121,0.754104733467102,-0.4648335576057434,0.9996225833892822,0.5130133628845215,0.7491732835769653,-0.48441800475120544,0.999743640422821,0.6671196222305298,0.9561530351638794,0.064089834690094,0.9955581426620483,0.273312509059906,0.8950644135475159,-0.23950278759002686,0.9994980096817017,0.776665449142456,1.2981817722320557,0.19648513197898865,0.10408183932304382,0.09943634271621704,0.5640602111816406,-0.733757495880127,0.995596706867218,0.8134034872055054,1.558154582977295,0.3190303146839142,0.026288900524377823,0.39948564767837524,0.19440293312072754,-0.7457595467567444,0.9438396692276001,0.8437777757644653,1.6533547639846802,0.3066551685333252,0.03058323636651039,0.4913073480129242,0.13186538219451904,-0.8567839860916138,0.7629007697105408,0.8251668810844421,1.6312750577926636,0.26622650027275085,0.04115595668554306,0.5189927220344543,0.13163411617279053,-0.711568295955658,0.7570905089378357,0.8009897470474243,1.5981292724609375,0.28417253494262695,0.0505223348736763,0.49756425619125366,0.1557459831237793,-0.7134062051773071,0.7786099910736084,0.6104320287704468,1.7361476421356201,-0.009429460391402245,0.006353544071316719,0.3175830841064453,1.7405198812484741,0.012942003086209297,0.010996091179549694,0.6289228796958923,2.3788533210754395,-0.24517984688282013,0.0018829511245712638,0.370008647441864,2.397209405899048,-0.1480717957019806,0.0029872821178287268,0.6417996287345886,2.981621265411377,0.1033613532781601,0.00023438330390490592,0.3905375599861145,2.9891412258148193,-0.062122948467731476,4.973274553776719e-05,0.6455020904541016,3.0683341026306152,0.10512758791446686,0.0003710927558131516,0.37377694249153137,3.076430559158325,-0.06955970823764801,9.160618355963379e-05,0.623486340045929,3.1789848804473877,-0.47766709327697754,7.601116521982476e-05,0.45240849256515503,3.172016143798828,-0.6981948018074036,0.00010298293636878952
up,0.5463676452636719,0.6819943189620972,-0.7081728577613831,0.9997137188911438,0.564348578453064,0.6170324683189392,-0.6211355328559875,0.999458372592926,0.5787221193313599,0.6188103556632996,-0.620963990688324,0.9993588328361511,0.5929970741271973,0.6206657290458679,-0.6213253736495972,0.9994456768035889,0.5154303908348083,0.6107730269432068,-0.6471574306488037,0.9993915557861328,0.4921329915523529,0.6081244945526123,-0.6468519568443298,0.999404788017273,0.4682880938053131,0.6057442426681519,-0.6471573710441589,0.9995570182800293,0.5966405272483826,0.6495069861412048,-0.16355948150157928,0.9995361566543579,0.41684308648109436,0.6300989985466003,-0.26784202456474304,0.9998205304145813,0.5682811141014099,0.7536963224411011,-0.5426945686340332,0.9996351599693298,0.5136189460754395,0.7495205402374268,-0.5766012072563171,0.9997523427009583,0.6679356694221497,0.9560441970825195,0.06041836738586426,0.9956990480422974,0.27332741022109985,0.8935728669166565,-0.32558614015579224,0.9995018243789673,0.7796339392662048,1.2979437112808228,0.1761387437582016,0.10810919851064682,0.09966584295034409,0.5595558881759644,-1.0416975021362305,0.995733916759491,0.8482495546340942,1.573198914527893,0.22557587921619415,0.026972992345690727,0.39442339539527893,0.18993936479091644,-1.3327031135559082,0.9467758536338806,0.886216938495636,1.6722601652145386,0.20746681094169617,0.031124945729970932,0.48957595229148865,0.12071116268634796,-1.4770023822784424,0.7717719674110413,0.8695307970046997,1.6555976867675781,0.15823934972286224,0.0420190803706646,0.518896222114563,0.13012291491031647,-1.3127964735031128,0.7664830684661865,0.8436076045036316,1.622281551361084,0.1847604662179947,0.05102674663066864,0.4957524836063385,0.15826350450515747,-1.2953341007232666,0.7856352925300598,0.6072721481323242,1.739607334136963,-0.007592308335006237,0.007746175862848759,0.31580936908721924,1.7418726682662964,0.010744637809693813,0.013337560929358006,0.6184884309768677,2.4017157554626465,-0.24693875014781952,0.003165497677400708,0.3620498776435852,2.4174602031707764,-0.1819671243429184,0.004215170629322529,0.6252246499061584,3.045511484146118,0.11957570165395737,0.0003736641665454954,0.37491244077682495,3.045095205307007,-0.11211876571178436,6.912354001542553e-05,0.6257196068763733,3.1379616260528564,0.12380723655223846,0.0005799359059892595,0.3581241965293884,3.137568235397339,-0.12342427670955658,0.00013280105486046523,0.6074804067611694,3.245410919189453,-0.47465723752975464,9.786147711565718e-05,0.43136197328567505,3.227058172225952,-0.7930828332901001,0.00012473823153413832
up,0.5462846755981445,0.681678831577301,-0.7193936705589294,0.9997044801712036,0.564412534236908,0.6153352856636047,-0.6296708583831787,0.9994503855705261,0.5788569450378418,0.6167013645172119,-0.6295236349105835,0.999350368976593,0.5931023359298706,0.6183000206947327,-0.6297104358673096,0.9994299411773682,0.5154709219932556,0.6105478405952454,-0.6539866328239441,0.9993835687637329,0.4921514093875885,0.6081385016441345,-0.6537492275238037,0.999403715133667,0.4682663083076477,0.6062790751457214,-0.6541206240653992,0.9995521306991577,0.5964974164962769,0.6490666270256042,-0.1688353270292282,0.9995275139808655,0.41660040616989136,0.6336513161659241,-0.2660819888114929,0.9998169541358948,0.5676848292350769,0.7537274956703186,-0.5552066564559937,0.9996334910392761,0.513156533241272,0.750777006149292,-0.5868796110153198,0.9997507929801941,0.6731342673301697,0.9582106471061707,0.05675112083554268,0.9957013726234436,0.2733166217803955,0.8950249552726746,-0.3275845944881439,0.9994783401489258,0.7882086634635925,1.3031002283096313,0.141616091132164,0.11057727038860321,0.0988674908876419,0.5595489144325256,-1.0884249210357666,0.9957855343818665,0.8606158494949341,1.5689575672149658,0.1711820662021637,0.029810462146997452,0.3897894024848938,0.1877250224351883,-1.4505107402801514,0.9496321678161621,0.898900032043457,1.6631497144699097,0.14832565188407898,0.03370429202914238,0.4887511730194092,0.11371305584907532,-1.6012487411499023,0.7820162177085876,0.8841017484664917,1.6447361707687378,0.10826505720615387,0.04526478797197342,0.5192216634750366,0.12842337787151337,-1.439982533454895,0.777214765548706,0.8579637408256531,1.6145931482315063,0.1339435577392578,0.0543319396674633,0.49551501870155334,0.15911230444908142,-1.4160130023956299,0.7944979071617126,0.6073287129402161,1.7660194635391235,-0.00990140251815319,0.008284630253911018,0.3138367235660553,1.7652233839035034,0.013038809411227703,0.014226986095309258,0.6170400381088257,2.443135976791382,-0.2528059482574463,0.0036496177781373262,0.35432377457618713,2.4587204456329346,-0.18088021874427795,0.004679569974541664,0.6176307201385498,3.1005196571350098,0.14076408743858337,0.0004064991371706128,0.3601999878883362,3.0961084365844727,-0.10574088245630264,7.369353988906369e-05,0.6172410845756531,3.194687604904175,0.1456606686115265,0.0006128272507339716,0.34232068061828613,3.1903250217437744,-0.1163872480392456,0.00014550948981195688,0.5988505482673645,3.305055856704712,-0.47393155097961426,0.00010517827467992902,0.41785717010498047,3.2820558547973633,-0.7792498469352722,0.0001336960558546707
up,0.5475178956985474,0.681017279624939,-0.7059203386306763,0.9996262788772583,0.5655205845832825,0.6143257021903992,-0.6229966878890991,0.999306857585907,0.5797998309135437,0.6155551671981812,-0.6229878664016724,0.9992005228996277,0.5937802791595459,0.6171300411224365,-0.623180091381073,0.9992453455924988,0.5171827673912048,0.6103823184967041,-0.6394445896148682,0.9992640018463135,0.4940173029899597,0.6081469655036926,-0.6389316916465759,0.9993217587471008,0.46965041756629944,0.6065622568130493,-0.6391584277153015,0.9994778037071228,0.596400260925293,0.6488853096961975,-0.1299590766429901,0.9994181990623474,0.41662487387657166,0.6356803774833679,-0.251505970954895,0.9997850060462952,0.5679511427879333,0.7534658908843994,-0.5427957773208618,0.9995512962341309,0.5142874717712402,0.7508824467658997,-0.5715047121047974,0.9997043609619141,0.6730982065200806,0.9581937789916992,0.12767210602760315,0.9952481389045715,0.27332252264022827,0.8946075439453125,-0.31605085730552673,0.9994354248046875,0.7889396548271179,1.2862801551818848,0.3027764558792114,0.11412858963012695,0.09803639352321625,0.5586102604866028,-1.0913050174713135,0.995987057685852,0.8742505311965942,1.4541051387786865,0.41181716322898865,0.030864397063851357,0.38983750343322754,0.17960260808467865,-1.4485198259353638,0.9528113603591919,0.9130056500434875,1.5252609252929688,0.4217044413089752,0.03382806107401848,0.4893724322319031,0.10829515010118484,-1.5865066051483154,0.792824923992157,0.9085454940795898,1.4925498962402344,0.38150861859321594,0.04512284696102142,0.5230100154876709,0.12430936843156815,-1.414916753768921,0.7879286408424377,0.8840731382369995,1.4702763557434082,0.3785838782787323,0.054042212665081024,0.4982948303222656,0.15794596076011658,-1.4050344228744507,0.8033069968223572,0.6073492765426636,1.7775142192840576,-0.007609927095472813,0.010585913434624672,0.3138691782951355,1.7759642601013184,0.010411174967885017,0.018712259829044342,0.6159688234329224,2.4499919414520264,-0.24156518280506134,0.005202840082347393,0.35394009947776794,2.469599485397339,-0.19564887881278992,0.006868941243737936,0.614364743232727,3.100769281387329,0.16683374345302582,0.000525534909684211,0.3600056767463684,3.1048684120178223,-0.11989222466945648,0.00011858632933581248,0.611605703830719,3.1910207271575928,0.17236407101154327,0.0007609850727021694,0.3415520489215851,3.198181390762329,-0.13133715093135834,0.00022946970420889556,0.5996804237365723,3.313885450363159,-0.4315182566642761,0.00013803175534121692,0.4184669852256775,3.2913832664489746,-0.8036767244338989,0.00017784714873414487
up,0.5476466417312622,0.6806232929229736,-0.6951447129249573,0.9995169043540955,0.5657583475112915,0.613689124584198,-0.5917055010795593,0.9991078972816467,0.5799905061721802,0.614932656288147,-0.5916993021965027,0.9989665746688843,0.5938776135444641,0.6165844798088074,-0.5919277667999268,0.9989808797836304,0.517940878868103,0.6101819276809692,-0.6330727338790894,0.9991313219070435,0.495012104511261,0.6081362366676331,-0.6328900456428528,0.9992202520370483,0.47060221433639526,0.606641411781311,-0.6334744691848755,0.9994011521339417,0.5961209535598755,0.6488646864891052,-0.08321626484394073,0.9992562532424927,0.41674914956092834,0.6362982392311096,-0.2472093552350998,0.9997514486312866,0.5679185390472412,0.7534677386283875,-0.5082055926322937,0.9993757009506226,0.514351487159729,0.7510833740234375,-0.5652629733085632,0.9996177554130554,0.6725301146507263,0.9583107829093933,0.2016734778881073,0.9942513108253479,0.27332404255867004,0.8941567540168762,-0.3073020577430725,0.9993477463722229,0.8113627433776855,1.1754364967346191,0.42248043417930603,0.12879730761051178,0.09675212949514389,0.5565671920776367,-1.0554789304733276,0.9962089657783508,0.8934955596923828,1.187200903892517,0.6220842003822327,0.0345291905105114,0.3862549066543579,0.17838454246520996,-1.34414803981781,0.955909788608551,0.9257284998893738,1.2233562469482422,0.6517833471298218,0.03547843545675278,0.4836845397949219,0.10549309849739075,-1.4824552536010742,0.803555965423584,0.9222515821456909,1.1809419393539429,0.6297406554222107,0.046825386583805084,0.520400881767273,0.12248829007148743,-1.2979373931884766,0.7988091707229614,0.9040569067001343,1.173425555229187,0.5965848565101624,0.05577041953802109,0.49525484442710876,0.15789121389389038,-1.2972867488861084,0.8121294379234314,0.6073381900787354,1.7873022556304932,0.003608452156186104,0.01217406615614891,0.3140868842601776,1.7865837812423706,-0.0010582968825474381,0.02134636603295803,0.6162310838699341,2.457810163497925,-0.23367023468017578,0.007637894246727228,0.3550258278846741,2.4744811058044434,-0.2804950177669525,0.010122999548912048,0.6156119108200073,3.108593702316284,0.1582818180322647,0.0006053284741938114,0.3619005084037781,3.1139438152313232,-0.2460777759552002,0.00018602859927341342,0.61366868019104,3.1966636180877686,0.16323348879814148,0.000862067739944905,0.34449347853660583,3.2056448459625244,-0.26067855954170227,0.0003281449025962502,0.6061162352561951,3.3313651084899902,-0.43763643503189087,0.00018807395827025175,0.4202284812927246,3.3044989109039307,-0.932693600654602,0.0002465405559632927
up,0.5480217933654785,0.680102527141571,-0.6906709671020508,0.999433696269989,0.566486656665802,0.6128949522972107,-0.5822175741195679,0.9989283084869385,0.5806788802146912,0.6141470074653625,-0.5821544528007507,0.9987373352050781,0.594461977481842,0.6158673763275146,-0.5822044610977173,0.998727023601532,0.518915057182312,0.6098031401634216,-0.6290725469589233,0.9990405440330505,0.49591064453125,0.6080285310745239,-0.628711462020874,0.9991623759269714,0.4711512625217438,0.6066495180130005,-0.6289362907409668,0.9993696808815002,0.5962286591529846,0.6487619280815125,-0.082053042948246,0.9990707039833069,0.41674309968948364,0.6368810534477234,-0.24121876060962677,0.9997392296791077,0.5680159330368042,0.7534239292144775,-0.5015661120414734,0.9991698861122131,0.5145512819290161,0.7512123584747314,-0.5578325986862183,0.9995617866516113,0.6724737286567688,0.9582039713859558,0.20229288935661316,0.9912276268005371,0.2733553946018219,0.8939676880836487,-0.3051806092262268,0.9991991519927979,0.8656633496284485,1.051471471786499,0.39860308170318604,0.1534740924835205,0.09424841403961182,0.5569944977760315,-0.9966330528259277,0.9964315891265869,0.9637854695320129,0.954059898853302,0.6105931997299194,0.04574507474899292,0.3790397346019745,0.1816577911376953,-1.212174892425537,0.9577926397323608,1.0027577877044678,0.9526879191398621,0.6295543909072876,0.04124969616532326,0.4754794239997864,0.10566985607147217,-1.304487705230713,0.8071835041046143,0.9938228726387024,0.9236086010932922,0.6246566772460938,0.052765581756830215,0.5150361061096191,0.12241964042186737,-1.1345900297164917,0.8028130531311035,0.9726756811141968,0.9310797452926636,0.5881649851799011,0.06284302473068237,0.48992857336997986,0.15906323492527008,-1.161650538444519,0.814703106880188,0.6074861884117126,1.795637845993042,0.006135539151728153,0.013856005854904652,0.3132167160511017,1.793737530708313,-0.003687892574816942,0.023815570399165154,0.6177740693092346,2.4701690673828125,-0.23039381206035614,0.009336935356259346,0.3553503155708313,2.482808828353882,-0.28148216009140015,0.0115932272747159,0.6158779263496399,3.1229329109191895,0.1579732596874237,0.0006613823934458196,0.3626096844673157,3.12754487991333,-0.21781761944293976,0.00021949922665953636,0.6151036620140076,3.2142748832702637,0.1614643633365631,0.0009536733850836754,0.3454744219779968,3.222864866256714,-0.22889721393585205,0.00041395582957193255,0.6091574430465698,3.347651243209839,-0.44070157408714294,0.00022526468092110008,0.421421617269516,3.314871311187744,-0.9126640558242798,0.00030651685665361583
up,0.5482617616653442,0.679695188999176,-0.6949834823608398,0.999373733997345,0.5668133497238159,0.6117641925811768,-0.5929006338119507,0.9987977147102356,0.581048846244812,0.6129581928253174,-0.5928228497505188,0.9985756874084473,0.5948604941368103,0.6146572828292847,-0.5928866863250732,0.9985476136207581,0.519134521484375,0.6092039942741394,-0.6311784982681274,0.9989631175994873,0.4960373044013977,0.6077632904052734,-0.6309064030647278,0.9991097450256348,0.471167653799057,0.6065881848335266,-0.6313939690589905,0.9993367195129395,0.5962802171707153,0.6481341123580933,-0.09508232027292252,0.9989476203918457,0.4164736866950989,0.6369861364364624,-0.24571235477924347,0.9997266530990601,0.5681613683700562,0.7532948851585388,-0.5178390145301819,0.9990504384040833,0.5145827531814575,0.7513495087623596,-0.5644751787185669,0.9995239973068237,0.6772243976593018,0.9588024616241455,0.17490942776203156,0.9895743727684021,0.27335211634635925,0.8946873545646667,-0.3207820951938629,0.9990699291229248,0.9080131649971008,1.0758280754089355,0.36165112257003784,0.18001610040664673,0.09059881418943405,0.5618531107902527,-0.9912593960762024,0.9966056942939758,1.042807936668396,1.0070215463638306,0.557104229927063,0.06276842206716537,0.37563076615333557,0.1876242607831955,-1.1712924242019653,0.9594854712486267,1.0952101945877075,1.0081745386123657,0.5799177885055542,0.050635356456041336,0.4726184010505676,0.10613584518432617,-1.284935712814331,0.8109667897224426,1.0864180326461792,0.9778622984886169,0.5130202174186707,0.062955342233181,0.5119426846504211,0.1232195794582367,-1.1329286098480225,0.8069949150085449,1.0581449270248413,0.9861348867416382,0.522546648979187,0.07533469796180725,0.486541748046875,0.1620529741048813,-1.133671522140503,0.8182210922241211,0.6153391599655151,1.811700463294983,0.005706500262022018,0.01519445888698101,0.31411510705947876,1.809251308441162,-0.0032016118057072163,0.025684259831905365,0.6294214725494385,2.4914937019348145,-0.24816358089447021,0.009927880018949509,0.35752588510513306,2.5036091804504395,-0.28016918897628784,0.012104455381631851,0.6278337240219116,3.1503827571868896,0.15549223124980927,0.0006692184833809733,0.36533695459365845,3.1527981758117676,-0.20562104880809784,0.00022843136684969068,0.6253750324249268,3.243222236633301,0.1585744321346283,0.0009788648458197713,0.349134236574173,3.2478034496307373,-0.2159116268157959,0.0004529264697339386,0.6213098764419556,3.3734958171844482,-0.47016724944114685,0.00023609335767105222,0.4244161546230316,3.3422751426696777,-0.9154931902885437,0.00033251443528570235
up,0.5488240122795105,0.679681122303009,-0.6996758580207825,0.9993759989738464,0.5674450397491455,0.6116113662719727,-0.6027736663818359,0.9988124370574951,0.5816632509231567,0.612814724445343,-0.602724552154541,0.9985936284065247,0.5953854322433472,0.614517092704773,-0.6029483079910278,0.9985744953155518,0.5197441577911377,0.6091310977935791,-0.6332894563674927,0.9989626407623291,0.49662718176841736,0.6077559590339661,-0.6329918503761292,0.9991052746772766,0.4716101288795471,0.6066388487815857,-0.6334362626075745,0.9993304014205933,0.5963131189346313,0.6480721831321716,-0.11221609264612198,0.9989650845527649,0.4164761006832123,0.6371194124221802,-0.24228577315807343,0.9997183680534363,0.5684036612510681,0.753300666809082,-0.5274909734725952,0.9990795254707336,0.5149192810058594,0.7518662810325623,-0.5655518770217896,0.9995279312133789,0.6794219017028809,0.9596070051193237,0.14135687053203583,0.9900652170181274,0.2733479142189026,0.8945206999778748,-0.31845933198928833,0.9990770816802979,0.8997931480407715,1.2185919284820557,0.2846956253051758,0.18394218385219574,0.09012643992900848,0.5642576217651367,-1.0233348608016968,0.9967082738876343,0.9860234260559082,1.395850658416748,0.37319836020469666,0.064009889960289,0.37454843521118164,0.18861602246761322,-1.3521250486373901,0.9614683389663696,1.0294159650802612,1.4696333408355713,0.36637744307518005,0.05194970965385437,0.4716801643371582,0.1058717668056488,-1.500156044960022,0.8177001476287842,1.0190460681915283,1.4362386465072632,0.3086565434932709,0.064947210252285,0.5106291174888611,0.12323691695928574,-1.334999918937683,0.8138851523399353,0.9929138422012329,1.4185187816619873,0.33069318532943726,0.07731769233942032,0.48504090309143066,0.16256144642829895,-1.3165611028671265,0.8241055011749268,0.6182438731193542,1.8099509477615356,-0.0003635526227299124,0.015255162492394447,0.3149370849132538,1.8085486888885498,0.0029221405275166035,0.025827717036008835,0.6311371326446533,2.4932262897491455,-0.283150315284729,0.010154019109904766,0.35885122418403625,2.507575511932373,-0.2636956572532654,0.01280768308788538,0.6313419938087463,3.162959098815918,0.11371178925037384,0.0006899046711623669,0.368429958820343,3.1646616458892822,-0.19884568452835083,0.00023697777942288667,0.6291763186454773,3.256507396697998,0.11482962220907211,0.000986554310657084,0.35258570313453674,3.260067939758301,-0.21134300529956818,0.0004669887712225318,0.6234213709831238,3.377936601638794,-0.5350592136383057,0.00024026345636229962,0.4284088611602783,3.3525969982147217,-0.9140242338180542,0.0003462487366050482
up,0.5493791699409485,0.6796569228172302,-0.738305926322937,0.9993980526924133,0.5680212378501892,0.6107471585273743,-0.6411831974983215,0.9988619685173035,0.5823253393173218,0.6118481755256653,-0.6412135362625122,0.9986545443534851,0.596096396446228,0.6134256720542908,-0.6414221525192261,0.9986407160758972,0.5199480652809143,0.6087948083877563,-0.6690819263458252,0.9989920854568481,0.4966880679130554,0.6076802611351013,-0.6687618494033813,0.9991278052330017,0.4716058373451233,0.6066587567329407,-0.6691591739654541,0.9993422031402588,0.596319317817688,0.6476545333862305,-0.14698229730129242,0.9990121126174927,0.41604703664779663,0.6372387409210205,-0.2630302608013153,0.9997216463088989,0.5687994956970215,0.7535954713821411,-0.5638738870620728,0.9991279244422913,0.514970064163208,0.7526556253433228,-0.5996513962745667,0.9995439648628235,0.6820138692855835,0.9606026411056519,0.09949097782373428,0.9907099008560181,0.2729937434196472,0.8945852518081665,-0.31378376483917236,0.9990806579589844,0.8778709173202515,1.272410273551941,0.1689833402633667,0.18913473188877106,0.08746521919965744,0.5658730268478394,-1.0295631885528564,0.9967463612556458,0.972770094871521,1.484788179397583,0.13011521100997925,0.07042226195335388,0.3745872974395752,0.1896156370639801,-1.3642969131469727,0.9628840684890747,1.0206764936447144,1.5639588832855225,0.0938400998711586,0.057741280645132065,0.4712364077568054,0.10552404075860977,-1.5127966403961182,0.8220835328102112,1.0104721784591675,1.53065824508667,0.04669763520359993,0.07274539768695831,0.5099409222602844,0.123162642121315,-1.3548251390457153,0.8187115788459778,0.9815678596496582,1.5107111930847168,0.08582581579685211,0.08588234335184097,0.48424991965293884,0.16260617971420288,-1.3316868543624878,0.8286324739456177,0.6235157251358032,1.8113080263137817,-0.003919042646884918,0.015026398934423923,0.3157646954059601,1.8133463859558105,0.006731796078383923,0.02537853643298149,0.6374866366386414,2.5035524368286133,-0.31178146600723267,0.010063537396490574,0.3616068661212921,2.5213396549224854,-0.2695613503456116,0.012815764173865318,0.6379929780960083,3.1830077171325684,0.09156958758831024,0.0006789997569285333,0.37070751190185547,3.187274217605591,-0.2032269537448883,0.0002301192143931985,0.6365048885345459,3.2775685787200928,0.09233905375003815,0.0009566591470502317,0.35543376207351685,3.283839464187622,-0.21667888760566711,0.00045423221308737993,0.6262444257736206,3.3967349529266357,-0.5768121480941772,0.00023460395459551364,0.42968279123306274,3.374328851699829,-0.9416608810424805,0.00034353710361756384
up,0.5509341359138489,0.6796485781669617,-0.7272570729255676,0.999381959438324,0.5692815184593201,0.6107027530670166,-0.6333435773849487,0.9988123178482056,0.5835672616958618,0.6118153929710388,-0.6333041191101074,0.9986086487770081,0.5973560214042664,0.613406777381897,-0.6335397958755493,0.9985771775245667,0.5210496187210083,0.608778178691864,-0.6619337797164917,0.9989470839500427,0.49762025475502014,0.6076890826225281,-0.6617075800895691,0.9990973472595215,0.47215405106544495,0.6068019866943359,-0.6621351838111877,0.999308168888092,0.5965999364852905,0.6476420760154724,-0.14927877485752106,0.9989675879478455,0.41604524850845337,0.6378059983253479,-0.2687738835811615,0.9997026920318604,0.5699254274368286,0.7536971569061279,-0.5555280447006226,0.999107301235199,0.5160253643989563,0.7530420422554016,-0.5920799374580383,0.9995262622833252,0.6822078227996826,0.9621608257293701,0.10476084053516388,0.9909396767616272,0.27244263887405396,0.8946141004562378,-0.314857542514801,0.9990547299385071,0.8671988248825073,1.2679331302642822,0.2402692586183548,0.19250313937664032,0.08532147854566574,0.5676681995391846,-1.046096920967102,0.9967114329338074,0.9797419309616089,1.4535634517669678,0.14692479372024536,0.0739801675081253,0.3721100687980652,0.19048506021499634,-1.383766531944275,0.9642786979675293,1.032422661781311,1.5252549648284912,0.10811948776245117,0.06104397401213646,0.4667281210422516,0.10570461302995682,-1.5258338451385498,0.8273084163665771,1.0251094102859497,1.492250680923462,0.12135541439056396,0.07708516716957092,0.5036250352859497,0.12299709022045135,-1.363404393196106,0.8241108655929565,0.9952419400215149,1.4734097719192505,0.1319321244955063,0.09029129892587662,0.47692131996154785,0.16319988667964935,-1.347194790840149,0.832953929901123,0.6240050792694092,1.8158437013626099,-0.0038432753644883633,0.015058773569762707,0.31616052985191345,1.8181434869766235,0.006635173223912716,0.025460034608840942,0.6371327638626099,2.5086026191711426,-0.2523528039455414,0.010607351548969746,0.36182156205177307,2.527695655822754,-0.2627190947532654,0.013644111342728138,0.637912929058075,3.18245267868042,0.18350142240524292,0.0007184288115240633,0.3710825443267822,3.1875624656677246,-0.17277058959007263,0.00024269534333143383,0.6360011100769043,3.2765419483184814,0.18895015120506287,0.0009949562372639775,0.35572507977485657,3.2835288047790527,-0.18305757641792297,0.00047719685244373977,0.6266740560531616,3.3976073265075684,-0.44048404693603516,0.0002460975665599108,0.4301864206790924,3.3745172023773193,-0.9129654765129089,0.0003567015810403973
